task_id,repo,condition,model,pred_index,actor,name,description,evidence_paths,matched_gold,best_similarity,path_coverage,majority_category,unanimous,has_unique_majority,annotator_11_category,annotator_11_confidence,annotator_11_supported,annotator_11_path_grounded,annotator_11_needs_discussion,annotator_11_notes,annotator_12_category,annotator_12_confidence,annotator_12_supported,annotator_12_path_grounded,annotator_12_needs_discussion,annotator_12_notes,annotator_13_category,annotator_13_confidence,annotator_13_supported,annotator_13_path_grounded,annotator_13_needs_discussion,annotator_13_notes
thakurpdhiraj__library_management_system::readme_only::deepseek-v4-pro::4,thakurpdhiraj__library_management_system,readme_only,deepseek-v4-pro,4,Admin,Find Overdue Orders,"Admin searches for orders that are past their return due date, filtered by user or book.",README.md (Admin: Search orders that are overdue for return by user id or book id),Filter overdue orders,0.5,0.0,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,README directly supports finding overdue orders.,matched_supported_goal,medium,True,True,False,README directly supports finding overdue orders.,matched_supported_goal,medium,True,True,False,README directly supports finding overdue orders.
thakurpdhiraj__library_management_system::readme_only::deepseek-v4-pro::5,thakurpdhiraj__library_management_system,readme_only,deepseek-v4-pro,5,User,Place Book Order,A library member orders an available book from the inventory.,README.md (User: Order a new book based on inventory availability),Order available book,0.5,0.0,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,README directly supports placing book orders.,matched_supported_goal,medium,True,True,False,README directly supports placing book orders.,matched_supported_goal,medium,True,True,False,README directly supports placing book orders.
thakurpdhiraj__library_management_system::readme_only::deepseek-v4-pro::6,thakurpdhiraj__library_management_system,readme_only,deepseek-v4-pro,6,User,View Order History,A library member views their own orders and can filter by overdue status.,README.md (User: Search self orders and order history. Filter orders based on return overdue.),View current orders,1.0,0.0,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,README directly supports viewing order history/current orders.,matched_supported_goal,high,True,True,False,README directly supports viewing order history/current orders.,matched_supported_goal,high,True,True,False,README directly supports viewing order history/current orders.
thakurpdhiraj__library_management_system::readme_only::deepseek-v4-pro::7,thakurpdhiraj__library_management_system,readme_only,deepseek-v4-pro,7,User,Update Profile,A logged-in user updates their account details and changes their password.,README.md (All: Update self account details & change password),View current orders,0.2429,,readme_overgeneralization,False,True,matched_supported_goal,medium,True,True,False,README directly supports updating account details and password.,readme_overgeneralization,medium,False,False,False,README directly supports updating account details and password.,readme_overgeneralization,medium,False,False,False,README directly supports updating account details and password.
thakurpdhiraj__library_management_system::file_tree_only::deepseek-v4-pro::0,thakurpdhiraj__library_management_system,file_tree_only,deepseek-v4-pro,0,User,Login,User authenticates to access the library system.,client-frontend/src/views/LoginView.vue | client-frontend/src/service/auth.js | client-frontend/src/store/modules/userStore.js | auth,Manage users,0.1875,,matched_supported_goal,True,True,matched_supported_goal,medium,True,True,False,Login view/service/store/auth module directly support login.,matched_supported_goal,medium,True,True,False,Login view/service/store/auth module directly support login.,matched_supported_goal,medium,True,True,False,Login view/service/store/auth module directly support login.
thakurpdhiraj__library_management_system::file_tree_only::deepseek-v4-pro::1,thakurpdhiraj__library_management_system,file_tree_only,deepseek-v4-pro,1,User,Place New Order,User requests to borrow a book by placing an order.,client-frontend/src/components/user/orders/neworder/,Order available book,0.2143,,matched_supported_goal,True,True,matched_supported_goal,medium,True,True,False,New-order frontend directly supports placing a book order.,matched_supported_goal,medium,True,True,False,New-order frontend directly supports placing a book order.,matched_supported_goal,medium,True,True,False,New-order frontend directly supports placing a book order.
thakurpdhiraj__library_management_system::file_tree_only::deepseek-v4-pro::2,thakurpdhiraj__library_management_system,file_tree_only,deepseek-v4-pro,2,User,View My Orders,User views a list of their current and past orders.,client-frontend/src/components/user/orders/MyOrdersPage.vue | client-frontend/src/components/user/orders/history/,View current orders,0.6667,0.1429,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,MyOrders/history frontend directly support viewing orders and history.,matched_supported_goal,high,True,True,False,MyOrders/history frontend directly support viewing orders and history.,matched_supported_goal,high,True,True,False,MyOrders/history frontend directly support viewing orders and history.
thakurpdhiraj__library_management_system::file_tree_only::deepseek-v4-pro::3,thakurpdhiraj__library_management_system,file_tree_only,deepseek-v4-pro,3,User,Change Password,User updates their account password.,client-frontend/src/components/user/account/ChangePassword.vue,View current orders,0.2667,,matched_supported_goal,True,True,matched_supported_goal,medium,True,True,False,ChangePassword component directly supports changing password.,matched_supported_goal,medium,True,True,False,ChangePassword component directly supports changing password.,matched_supported_goal,medium,True,True,False,ChangePassword component directly supports changing password.
thakurpdhiraj__library_management_system::file_tree_only::deepseek-v4-pro::4,thakurpdhiraj__library_management_system,file_tree_only,deepseek-v4-pro,4,Admin,Add Book,Admin adds a new book to the library catalog.,client-frontend/src/components/admin/books/NewBook.vue,Add book and create inventory,0.4,0.0909,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,NewBook component directly supports adding books.,matched_supported_goal,high,True,True,False,NewBook component directly supports adding books.,matched_supported_goal,high,True,True,False,NewBook component directly supports adding books.
thakurpdhiraj__library_management_system::file_tree_only::deepseek-v4-pro::5,thakurpdhiraj__library_management_system,file_tree_only,deepseek-v4-pro,5,Admin,Find Books,Admin searches for books in the library system.,client-frontend/src/components/admin/books/FindBooks.vue,Search orders,0.3121,0.0,matched_supported_goal,True,True,matched_supported_goal,medium,True,True,False,FindBooks component directly supports searching books.,matched_supported_goal,medium,True,True,False,FindBooks component directly supports searching books.,matched_supported_goal,medium,True,True,False,FindBooks component directly supports searching books.
thakurpdhiraj__library_management_system::file_tree_only::deepseek-v4-pro::6,thakurpdhiraj__library_management_system,file_tree_only,deepseek-v4-pro,6,Admin,View Overdue Orders,Admin identifies orders that are past their due date.,client-frontend/src/components/admin/orders/FindOrdersOverdue.vue,Filter overdue orders,0.5,0.0,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,FindOrdersOverdue component directly supports viewing overdue orders.,matched_supported_goal,high,True,True,False,FindOrdersOverdue component directly supports viewing overdue orders.,matched_supported_goal,high,True,True,False,FindOrdersOverdue component directly supports viewing overdue orders.
thakurpdhiraj__library_management_system::file_tree_only::deepseek-v4-pro::7,thakurpdhiraj__library_management_system,file_tree_only,deepseek-v4-pro,7,Admin,Create User,Admin registers a new user account for the library system.,client-frontend/src/components/admin/users/NewUser.vue,Manage users,0.2515,,matched_supported_goal,True,True,matched_supported_goal,medium,True,True,False,NewUser component directly supports creating users.,matched_supported_goal,medium,True,True,False,NewUser component directly supports creating users.,matched_supported_goal,medium,True,True,False,NewUser component directly supports creating users.
thakurpdhiraj__library_management_system::readme_plus_code::deepseek-v4-pro::0,thakurpdhiraj__library_management_system,readme_plus_code,deepseek-v4-pro,0,Admin,Manage Books,"Admin can add, search, update, and delete book records including ISBN validation and inventory barcode generation.",book/src/main/java/com/dhitha/lms/book/controller/BookController.java | book/src/test/java/com/dhitha/lms/book/controller/BookControllerTest.java | README.md,Add book and create inventory,0.3778,0.1818,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,Book controller/tests/README directly support managing books and inventory.,matched_supported_goal,medium,True,True,False,Book controller/tests/README directly support managing books and inventory.,matched_supported_goal,medium,True,True,False,Book controller/tests/README directly support managing books and inventory.
thakurpdhiraj__library_management_system::readme_plus_code::deepseek-v4-pro::1,thakurpdhiraj__library_management_system,readme_plus_code,deepseek-v4-pro,1,Admin,Manage Users,"Admin can add, search, update, and delete user accounts.",user/src/main/java/com/dhitha/lms/user/controller/UserController.java | user/src/test/java/com/dhitha/lms/user/controller/UserControllerTest.java | README.md,Search and update books,1.0,0.0,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,User controller/tests/README directly support managing users.,matched_supported_goal,high,True,True,False,User controller/tests/README directly support managing users.,matched_supported_goal,high,True,True,False,User controller/tests/README directly support managing users.
thakurpdhiraj__library_management_system::readme_plus_code::deepseek-v4-pro::2,thakurpdhiraj__library_management_system,readme_plus_code,deepseek-v4-pro,2,Admin,Manage Orders,"Admin can search orders by order, user, or book ID, mark orders as collected, and mark returns with an invoice including late fees.",order/src/test/java/com/dhitha/lms/order/controller/BookOrderControllerTest.java | README.md,Manage users,0.5103,0.0,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,Order tests/README directly support managing orders.,matched_supported_goal,medium,True,True,False,Order tests/README directly support managing orders.,matched_supported_goal,medium,True,True,False,Order tests/README directly support managing orders.
thakurpdhiraj__library_management_system::readme_plus_code::deepseek-v4-pro::3,thakurpdhiraj__library_management_system,readme_plus_code,deepseek-v4-pro,3,Admin,Search Overdue Orders,"Admin can find orders past due for return, filtered by user ID or book ID.",README.md,Filter overdue orders,0.6667,0.0,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,README directly supports searching overdue orders.,matched_supported_goal,high,True,True,False,README directly supports searching overdue orders.,matched_supported_goal,high,True,True,False,README directly supports searching overdue orders.
thakurpdhiraj__library_management_system::readme_plus_code::deepseek-v4-pro::4,thakurpdhiraj__library_management_system,readme_plus_code,deepseek-v4-pro,4,User,Order Book,User can order an available book inventory copy.,inventory/src/test/java/com/dhitha/lms/inventory/controller/InventoryControllerTest.java | order/src/test/java/com/dhitha/lms/order/controller/BookOrderControllerTest.java | README.md,Order available book,0.6667,0.0714,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,Inventory/order tests and README directly support ordering available books.,matched_supported_goal,medium,True,True,False,Inventory/order tests and README directly support ordering available books.,matched_supported_goal,medium,True,True,False,Inventory/order tests and README directly support ordering available books.
thakurpdhiraj__library_management_system::readme_plus_code::deepseek-v4-pro::5,thakurpdhiraj__library_management_system,readme_plus_code,deepseek-v4-pro,5,User,View Order History,User can view their past and current orders and filter those overdue.,client-frontend/src/views/UserView.vue | order/src/test/java/com/dhitha/lms/order/controller/BookOrderControllerTest.java | README.md,View current orders,1.0,0.1429,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,"UserView, order tests, and README directly support viewing order history/current orders.",matched_supported_goal,high,True,True,False,"UserView, order tests, and README directly support viewing order history/current orders.",matched_supported_goal,high,True,True,False,"UserView, order tests, and README directly support viewing order history/current orders."
thakurpdhiraj__library_management_system::readme_plus_code::deepseek-v4-pro::6,thakurpdhiraj__library_management_system,readme_plus_code,deepseek-v4-pro,6,All,Authenticate,Any user can log in to obtain a token for role-based access and log out.,auth/src/test/java/com/dhitha/lms/auth/controller/AuthControllerTest.java | client-frontend/src/views/UserView.vue | README.md,Authenticate and access role-based views,0.35,0.0909,implementation_level_goal,False,True,matched_supported_goal,medium,True,True,False,Auth tests and README directly support authentication.,implementation_level_goal,high,False,True,False,Auth tests and README directly support authentication.,implementation_level_goal,high,False,True,False,Auth tests and README directly support authentication.
thakurpdhiraj__library_management_system::readme_plus_code::deepseek-v4-pro::7,thakurpdhiraj__library_management_system,readme_plus_code,deepseek-v4-pro,7,All,Update Account,Authenticated users can update their account details and change password.,client-frontend/src/views/UserView.vue | user/src/main/java/com/dhitha/lms/user/controller/UserController.java | README.md,Authenticate and access role-based views,0.2087,,matched_supported_goal,True,True,matched_supported_goal,medium,True,True,False,User account page/controller and README directly support updating account details/password.,matched_supported_goal,medium,True,True,False,User account page/controller and README directly support updating account details/password.,matched_supported_goal,medium,True,True,False,User account page/controller and README directly support updating account details/password.
thakurpdhiraj__library_management_system::random_code_same_budget::deepseek-v4-pro::0,thakurpdhiraj__library_management_system,random_code_same_budget,deepseek-v4-pro,0,User,User Login,User (including admin) authenticates with username and password to access the system.,auth/src/main/java/com/dhitha/lms/auth/controller/AuthController.java (POST /v1/token/authenticate) | client-frontend/src/router/router.js (LoginView) | client-backend/src/main/java/com/dhitha/lms/clientbackend/dto/Au...,Authenticate and access role-based views,0.2222,,matched_supported_goal,True,True,matched_supported_goal,medium,True,True,False,"Auth controller, router, and DTO directly support login.",matched_supported_goal,medium,True,True,False,"Auth controller, router, and DTO directly support login.",matched_supported_goal,medium,True,True,False,"Auth controller, router, and DTO directly support login."
thakurpdhiraj__library_management_system::random_code_same_budget::deepseek-v4-pro::1,thakurpdhiraj__library_management_system,random_code_same_budget,deepseek-v4-pro,1,User,Manage Profile,"Authenticated user views and updates their profile name, email, and changes password.","client-frontend/src/service/user.js (getLoggedInUser, updateMe, changePassword) | client-frontend/src/router/router.js (UserView requires USER role)",Manage users,0.3333,,matched_supported_goal,True,True,matched_supported_goal,medium,True,True,False,User service and router directly support managing own profile/password.,matched_supported_goal,medium,True,True,False,User service and router directly support managing own profile/password.,matched_supported_goal,medium,True,True,False,User service and router directly support managing own profile/password.
thakurpdhiraj__library_management_system::random_code_same_budget::deepseek-v4-pro::2,thakurpdhiraj__library_management_system,random_code_same_budget,deepseek-v4-pro,2,User,Place Book Order,"User places a new order for a book by providing book ID, ISBN, and name.",client-frontend/src/service/order.js (orderNewBook) | client-backend/src/main/java/com/dhitha/lms/clientbackend/client/OrderClient.java (POST /api/orders/v1/),Order available book,0.5,0.0,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,Order service/client directly support placing book orders.,matched_supported_goal,high,True,True,False,Order service/client directly support placing book orders.,matched_supported_goal,high,True,True,False,Order service/client directly support placing book orders.
thakurpdhiraj__library_management_system::random_code_same_budget::deepseek-v4-pro::3,thakurpdhiraj__library_management_system,random_code_same_budget,deepseek-v4-pro,3,User,View Current Orders,User views all currently active book orders.,client-frontend/src/service/order.js (getUsersOrder) | client-backend/src/main/java/com/dhitha/lms/clientbackend/client/OrderClient.java (GET /api/orders/v1/users/{userId}),View current orders,1.0,0.0,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,Order service/client directly support viewing current orders.,matched_supported_goal,high,True,True,False,Order service/client directly support viewing current orders.,matched_supported_goal,high,True,True,False,Order service/client directly support viewing current orders.
thakurpdhiraj__library_management_system::random_code_same_budget::deepseek-v4-pro::4,thakurpdhiraj__library_management_system,random_code_same_budget,deepseek-v4-pro,4,User,View Order History,User views past completed orders with details like collection and return dates and late fees.,client-frontend/src/service/order.js (getUsersOrderHistory) | order/src/main/java/com/dhitha/lms/order/dto/BookOrderHistoryDTO.java | client-backend/src/main/java/com/dhitha/lms/clientbackend/client/OrderClient.java (...,View order history,1.0,0.0,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,Order history DTO/service/client directly support viewing order history.,matched_supported_goal,high,True,True,False,Order history DTO/service/client directly support viewing order history.,matched_supported_goal,high,True,True,False,Order history DTO/service/client directly support viewing order history.
thakurpdhiraj__library_management_system::random_code_same_budget::deepseek-v4-pro::5,thakurpdhiraj__library_management_system,random_code_same_budget,deepseek-v4-pro,5,User,View Overdue Orders,User checks orders that are overdue for return or collection.,"client-frontend/src/service/order.js (getUsersOrderReturnOverdue, getUsersOrderCollectionOverdue) | client-backend/src/main/java/com/dhitha/lms/clientbackend/client/OrderClient.java (GET .../overdue/return, .../overdu...",Filter overdue orders,0.5,0.0,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,Order overdue service/client directly support viewing overdue orders.,matched_supported_goal,high,True,True,False,Order overdue service/client directly support viewing overdue orders.,matched_supported_goal,high,True,True,False,Order overdue service/client directly support viewing overdue orders.
thakurpdhiraj__library_management_system::random_code_same_budget::deepseek-v4-pro::6,thakurpdhiraj__library_management_system,random_code_same_budget,deepseek-v4-pro,6,Admin,Manage Users,"Admin creates, reads, updates, and deletes user accounts.","client-frontend/src/service/user.js (getAllUsers, getUser, saveUser, updateUser, deleteUser) | client-frontend/src/router/router.js (AdminView requires ADMIN role)",Manage users,1.0,0.0,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,User service/router directly support managing users.,matched_supported_goal,high,True,True,False,User service/router directly support managing users.,matched_supported_goal,high,True,True,False,User service/router directly support managing users.
thakurpdhiraj__library_management_system::random_code_same_budget::deepseek-v4-pro::7,thakurpdhiraj__library_management_system,random_code_same_budget,deepseek-v4-pro,7,Admin,Manage Book Orders,"Admin searches orders by order, user, or book ID; collects and returns books; views user order history and overdue orders.","client-frontend/src/service/order.js (findOrders, collectOrder, returnOrder, findOrdersHistoryOfUser, findOrderOverdue) | client-backend/src/main/java/com/dhitha/lms/clientbackend/client/OrderClient.java (various GET ...",Search and update books,0.3195,0.0,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,Order services/client directly support admin order management.,matched_supported_goal,high,True,True,False,Order services/client directly support admin order management.,matched_supported_goal,high,True,True,False,Order services/client directly support admin order management.
thakurpdhiraj__library_management_system::full_selected_context::deepseek-v4-pro::0,thakurpdhiraj__library_management_system,full_selected_context,deepseek-v4-pro,0,Admin,Manage books and inventory,"Admin adds, searches, updates, deletes books; creates inventory items with unique IDs; and generates downloadable barcode PDFs.",README.md | book/src/main/java/com/dhitha/lms/book/controller/BookController.java | book/src/test/java/com/dhitha/lms/book/controller/BookControllerTest.java | inventory/src/test/java/com/dhitha/lms/inventory/controll...,Add book and create inventory,0.3553,0.3636,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,"README, book controller/tests, and inventory tests directly support managing books/inventory.",matched_supported_goal,high,True,True,False,"README, book controller/tests, and inventory tests directly support managing books/inventory.",matched_supported_goal,high,True,True,False,"README, book controller/tests, and inventory tests directly support managing books/inventory."
thakurpdhiraj__library_management_system::full_selected_context::deepseek-v4-pro::1,thakurpdhiraj__library_management_system,full_selected_context,deepseek-v4-pro,1,Admin,Manage user accounts,"Admin adds new user accounts, searches for users by details, and updates or deletes existing users.",README.md | user/src/main/java/com/dhitha/lms/user/controller/UserController.java | user/src/test/java/com/dhitha/lms/user/controller/UserControllerTest.java | client-frontend/src/components/admin/users/FindUsers.vue ...,Manage users,0.4871,0.2857,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,"README, user controller/tests, and frontend directly support managing user accounts.",matched_supported_goal,high,True,True,False,"README, user controller/tests, and frontend directly support managing user accounts.",matched_supported_goal,high,True,True,False,"README, user controller/tests, and frontend directly support managing user accounts."
thakurpdhiraj__library_management_system::full_selected_context::deepseek-v4-pro::2,thakurpdhiraj__library_management_system,full_selected_context,deepseek-v4-pro,2,Admin,Search orders,"Admin searches for active book orders using order ID, user ID, or book ID.",README.md | order/src/main/java/com/dhitha/lms/order/controller/BookOrderController.java | order/src/test/java/com/dhitha/lms/order/controller/BookOrderControllerTest.java | client-frontend/src/components/admin/orders...,Search orders,1.0,0.2727,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,"README, order controller/tests, and frontend directly support searching orders.",matched_supported_goal,high,True,True,False,"README, order controller/tests, and frontend directly support searching orders.",matched_supported_goal,high,True,True,False,"README, order controller/tests, and frontend directly support searching orders."
thakurpdhiraj__library_management_system::full_selected_context::deepseek-v4-pro::3,thakurpdhiraj__library_management_system,full_selected_context,deepseek-v4-pro,3,Admin,Process order collection and return,Admin marks an order as collected when the user picks up the book and marks it as returned later; the system calculates late fees and generates a downloadable invoice.,README.md | order/src/main/java/com/dhitha/lms/order/controller/BookOrderController.java | order/src/test/java/com/dhitha/lms/order/controller/BookOrderControllerTest.java,Mark order as collected,0.375,0.25,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,"README, order controller/tests directly support collection/return processing.",matched_supported_goal,high,True,True,False,"README, order controller/tests directly support collection/return processing.",matched_supported_goal,high,True,True,False,"README, order controller/tests directly support collection/return processing."
thakurpdhiraj__library_management_system::full_selected_context::deepseek-v4-pro::4,thakurpdhiraj__library_management_system,full_selected_context,deepseek-v4-pro,4,Admin,View order history and overdue,Admin views a user's past order history and searches for orders that are overdue for return by user ID or book ID.,README.md | order/src/main/java/com/dhitha/lms/order/controller/BookOrderController.java | client-frontend/src/components/admin/orders/FindOrdersHistory.vue | client-frontend/src/components/admin/orders/FindOrdersOver...,View order history,0.6,0.125,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,"README, order controller, and frontend directly support viewing history and overdue orders.",matched_supported_goal,medium,True,True,False,"README, order controller, and frontend directly support viewing history and overdue orders.",matched_supported_goal,medium,True,True,False,"README, order controller, and frontend directly support viewing history and overdue orders."
thakurpdhiraj__library_management_system::full_selected_context::deepseek-v4-pro::5,thakurpdhiraj__library_management_system,full_selected_context,deepseek-v4-pro,5,User,Place book order,User orders a book if inventory is available.,README.md | inventory/src/test/java/com/dhitha/lms/inventory/controller/InventoryControllerTest.java | client-frontend/src/components/user/orders/neworder/ | client-frontend/src/views/UserView.vue,Order available book,0.5,0.2143,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,"README, inventory test, and frontend directly support placing book orders.",matched_supported_goal,high,True,True,False,"README, inventory test, and frontend directly support placing book orders.",matched_supported_goal,high,True,True,False,"README, inventory test, and frontend directly support placing book orders."
thakurpdhiraj__library_management_system::full_selected_context::deepseek-v4-pro::6,thakurpdhiraj__library_management_system,full_selected_context,deepseek-v4-pro,6,User,View own orders and history,"User searches personal active orders and order history, and filters orders that are overdue for return.",README.md | order/src/main/java/com/dhitha/lms/order/controller/BookOrderController.java | client-frontend/src/components/user/orders/MyOrdersPage.vue | client-frontend/src/components/user/orders/history/ | client-fro...,View current orders,0.3703,0.2857,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,"README, order controller, and frontend directly support viewing own orders/history.",matched_supported_goal,high,True,True,False,"README, order controller, and frontend directly support viewing own orders/history.",matched_supported_goal,high,True,True,False,"README, order controller, and frontend directly support viewing own orders/history."
thakurpdhiraj__library_management_system::full_selected_context::deepseek-v4-pro::7,thakurpdhiraj__library_management_system,full_selected_context,deepseek-v4-pro,7,All,Authenticate and manage account,"Users and admins log in, log out, update their own account details, and change their password.",README.md | auth/src/test/java/com/dhitha/lms/auth/controller/AuthControllerTest.java | client-frontend/src/views/LoginView.vue | client-frontend/src/components/user/account/AccountPage.vue | client-frontend/src/compo...,Authenticate and access role-based views,0.2961,0.1818,matched_supported_goal,False,True,matched_supported_goal,medium,True,True,False,"README, auth tests, and account pages directly support authentication and account management.",matched_supported_goal,medium,True,True,False,"README, auth tests, and account pages directly support authentication and account management.",near_miss_or_partial_workflow,medium,True,False,False,"Annotator 13: authentication/account behavior overlaps the requested goal, but the workflow boundary is not exact."
thakurpdhiraj__library_management_system::oracle_upper_bound::deepseek-v4-pro::0,thakurpdhiraj__library_management_system,oracle_upper_bound,deepseek-v4-pro,0,Admin,Add Book,Administrator adds a new book with ISBN validation and creates inventory entries with unique barcodes.,README.md | client-frontend/src/components/admin/books/NewBook.vue | client-backend/src/main/java/com/dhitha/lms/clientbackend/controller/admin/ClientBookAdminController.java | book/src/main/java/com/dhitha/lms/book/c...,Add book and create inventory,0.4,0.3636,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,"README, frontend, client-backend, and book/inventory modules directly support adding books and inventory.",matched_supported_goal,medium,True,True,False,"README, frontend, client-backend, and book/inventory modules directly support adding books and inventory.",matched_supported_goal,medium,True,True,False,"README, frontend, client-backend, and book/inventory modules directly support adding books and inventory."
thakurpdhiraj__library_management_system::oracle_upper_bound::deepseek-v4-pro::1,thakurpdhiraj__library_management_system,oracle_upper_bound,deepseek-v4-pro,1,Admin,Search Books,"Administrator searches for books by ID, name, author, publication, or ISBN.",README.md | client-frontend/src/components/admin/books/FindBooks.vue | client-backend/src/main/java/com/dhitha/lms/clientbackend/controller/ClientBookController.java | book/src/main/java/com/dhitha/lms/book/controller...,Search and update books,0.5,0.2727,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,README and admin book-search UI/controllers directly support searching books.,matched_supported_goal,medium,True,True,False,README and admin book-search UI/controllers directly support searching books.,matched_supported_goal,medium,True,True,False,README and admin book-search UI/controllers directly support searching books.
thakurpdhiraj__library_management_system::oracle_upper_bound::deepseek-v4-pro::2,thakurpdhiraj__library_management_system,oracle_upper_bound,deepseek-v4-pro,2,Admin,Update Book,"Administrator edits details of an existing book such as name, author, pages, category, or publication information.",README.md | client-frontend/src/components/admin/books/EditBooks.vue | client-backend/src/main/java/com/dhitha/lms/clientbackend/controller/admin/ClientBookAdminController.java | book/src/main/java/com/dhitha/lms/book...,Search and update books,0.3051,,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,README and edit-book UI/controllers directly support updating books.,matched_supported_goal,medium,True,True,False,README and edit-book UI/controllers directly support updating books.,matched_supported_goal,medium,True,True,False,README and edit-book UI/controllers directly support updating books.
thakurpdhiraj__library_management_system::oracle_upper_bound::deepseek-v4-pro::3,thakurpdhiraj__library_management_system,oracle_upper_bound,deepseek-v4-pro,3,Admin,Delete Book,Administrator deletes a book and optionally deletes specific inventory copies that are not currently loaned.,README.md | client-frontend/src/components/admin/books/DeleteBooks.vue | client-backend/src/main/java/com/dhitha/lms/clientbackend/controller/admin/ClientBookAdminController.java | inventory/src/main/java/com/dhitha/l...,Delete book or inventory,0.6667,0.3333,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,"README, delete-book UI/controllers, and inventory logic directly support deleting books/inventory.",matched_supported_goal,high,True,True,False,"README, delete-book UI/controllers, and inventory logic directly support deleting books/inventory.",matched_supported_goal,high,True,True,False,"README, delete-book UI/controllers, and inventory logic directly support deleting books/inventory."
thakurpdhiraj__library_management_system::oracle_upper_bound::deepseek-v4-pro::4,thakurpdhiraj__library_management_system,oracle_upper_bound,deepseek-v4-pro,4,Admin,Add User,"Administrator creates a new user account with a default password, assigning a role (admin or user).",README.md | client-frontend/src/components/admin/users/NewUser.vue | client-backend/src/main/java/com/dhitha/lms/clientbackend/controller/admin/ClientUserAdminController.java,Add book and create inventory,0.286,,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,"README, admin new-user UI, and controller directly support adding users.",matched_supported_goal,medium,True,True,False,"README, admin new-user UI, and controller directly support adding users.",matched_supported_goal,medium,True,True,False,"README, admin new-user UI, and controller directly support adding users."
thakurpdhiraj__library_management_system::oracle_upper_bound::deepseek-v4-pro::5,thakurpdhiraj__library_management_system,oracle_upper_bound,deepseek-v4-pro,5,Admin,Update User,"Administrator searches for a user by ID and updates their name, email, roles, or account status.",README.md | client-frontend/src/components/admin/users/FindUsers.vue | client-backend/src/main/java/com/dhitha/lms/clientbackend/controller/admin/ClientUserAdminController.java,Search and update books,0.2842,,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,"README, find-users UI, and controller directly support updating users.",matched_supported_goal,medium,True,True,False,"README, find-users UI, and controller directly support updating users.",matched_supported_goal,medium,True,True,False,"README, find-users UI, and controller directly support updating users."
thakurpdhiraj__library_management_system::oracle_upper_bound::deepseek-v4-pro::6,thakurpdhiraj__library_management_system,oracle_upper_bound,deepseek-v4-pro,6,User,Place Book Order,A library user orders an available copy of a book based on current inventory.,README.md | inventory/src/main/java/com/dhitha/lms/inventory/controller/InventoryController.java (orderIfAvailable) | client-frontend/src/components/user/orders/neworder,Order available book,0.5,0.2857,matched_supported_goal,True,True,matched_supported_goal,high,True,True,False,"README, inventory ordering controller, and frontend directly support placing book orders.",matched_supported_goal,medium,True,True,False,"README, inventory ordering controller, and frontend directly support placing book orders.",matched_supported_goal,medium,True,True,False,"README, inventory ordering controller, and frontend directly support placing book orders."
thakurpdhiraj__library_management_system::oracle_upper_bound::deepseek-v4-pro::7,thakurpdhiraj__library_management_system,oracle_upper_bound,deepseek-v4-pro,7,Authenticated User,Log In,Registered users authenticate with username and password to gain role-based access.,README.md | client-frontend/src/views/LoginView.vue | auth/src/main/java/com/dhitha,Authenticate and access role-based views,0.3171,0.1818,matched_supported_goal,True,True,matched_supported_goal,medium,True,True,False,"README, login view, and auth module directly support logging in with role-based access.",matched_supported_goal,medium,True,True,False,"README, login view, and auth module directly support logging in with role-based access.",matched_supported_goal,medium,True,True,False,"README, login view, and auth module directly support logging in with role-based access."
