repo,condition,model,pred_index,category,actor,name,description,evidence_paths,matched_gold,best_similarity,path_coverage
openfun__marsha,readme_only,deepseek-v4-pro,3,matched_goal_missing_or_wrong_path,Learner,Play Video,"A learner views a video embedded in the LMS course, with adaptive streaming and optional subtitles or transcripts.","README.md#overview (learner video playback, adaptive streaming, accessibility)",View video in LMS,0.4333,0.0
openfun__marsha,readme_only,deepseek-v4-pro,4,readme_overgeneralization,Learner,View Document,A learner accesses a document hosted by Marsha directly in the LMS course.,README.md#overview (learners see documents in the course),View video in LMS,0.3973,
openfun__marsha,readme_only,deepseek-v4-pro,5,readme_overgeneralization,Instructor,Authenticate via LTI,A user (instructor or learner) is authenticated and authorized through an LTI launch from the LMS to access Marsha resources.,"README.md#overview (LTI standard for interoperability, access control)",Create video resource,0.2321,
openfun__marsha,file_tree_only,deepseek-v4-pro,0,actor_scope_error,Student,Play video,A student watches a video resource from a playlist within the Marsha platform.,src/backend/marsha/core/api/video.py | src/backend/marsha/core/models/video.py | src/backend/marsha/core/lti/ | docs/lti.md,Create video resource,0.25,
openfun__marsha,file_tree_only,deepseek-v4-pro,1,matched_supported_goal,Instructor,Upload video,An instructor uploads a video file to be associated with a playlist.,src/backend/marsha/core/api/file.py | src/backend/marsha/core/api/video.py | src/backend/marsha/core/models/video.py | src/backend/marsha/core/models/playlist.py,Create video resource,0.6667,0.1667
openfun__marsha,file_tree_only,deepseek-v4-pro,2,matched_supported_goal,Instructor,Create playlist,An instructor creates and organizes a playlist of videos for distribution.,src/backend/marsha/core/api/playlist.py | src/backend/marsha/core/models/playlist.py | src/backend/marsha/core/serializers/playlist.py,Manage playlist,0.3333,0.2143
openfun__marsha,file_tree_only,deepseek-v4-pro,3,matched_goal_missing_or_wrong_path,Student,Join live session,A student joins a scheduled live classroom session powered by BigBlueButton.,src/backend/marsha/bbb/api.py | src/backend/marsha/bbb/models.py | src/backend/marsha/bbb/views.py | docs/live_sessions.md,Start live session,0.5,0.0
openfun__marsha,file_tree_only,deepseek-v4-pro,4,framework_or_boilerplate_noise,Instructor,Manage account,An instructor views and updates their account profile and preferences.,src/backend/marsha/account/api.py | src/backend/marsha/account/views.py | src/backend/marsha/account/models.py | src/backend/marsha/account/backends/saml_fer.py,Manage playlist,0.3333,
openfun__marsha,file_tree_only,deepseek-v4-pro,5,actor_scope_error,Administrator,Soft delete content,"An administrator soft-deletes a video or playlist, allowing later recovery.",docs/adr/0004-soft-deletion.md | src/backend/marsha/core/models/video.py | src/backend/marsha/core/models/playlist.py,Stop and harvest live session,0.0732,
openfun__marsha,readme_plus_code,deepseek-v4-pro,0,matched_goal_missing_or_wrong_path,Instructor,Upload Video,Instructor uploads a video file for automatic transcoding and course delivery.,README.md (automatic transcoding... single video file uploaded by the instructor) | src/frontend/packages/lib_video/src/components/common/VideoWizard/CreateVOD/UploadVideoForm/UploadVideoPreview/index.tsx,Create video resource,0.6667,0.0
openfun__marsha,readme_plus_code,deepseek-v4-pro,1,matched_goal_missing_or_wrong_path,Instructor,Add Subtitles,Instructor uploads subtitles or closed captions for a video.,"README.md (support for subtitles, closed captions and transcripts) | README.md (associated files, such as subtitles or transcripts)",Initiate video upload,0.3195,0.0
openfun__marsha,readme_plus_code,deepseek-v4-pro,2,code_context_overgeneralization,Learner,Watch Video,Learner watches a transcoded video with adaptive streaming and optional subtitles.,"README.md (adaptive-bitrate streaming... HLS and DASH) | README.md (support for subtitles, closed captions...)",View video in LMS,0.3619,
openfun__marsha,readme_plus_code,deepseek-v4-pro,3,matched_goal_missing_or_wrong_path,Instructor,Upload Document,Instructor uploads a document to be shared in the course.,README.md (support hosting documents... upload any type of documents),Upload document file,0.6667,0.0
openfun__marsha,readme_plus_code,deepseek-v4-pro,4,matched_goal_missing_or_wrong_path,Learner,View Document,Learner accesses and views a shared document within the course.,README.md (learners simply see a video player or documents in the course),View video in LMS,0.3778,0.0
openfun__marsha,readme_plus_code,deepseek-v4-pro,5,matched_supported_goal,Instructor,Create Classroom,Instructor creates a BigBlueButton virtual classroom session.,src/backend/marsha/bbb/tests/api/classroom/test_service_create.py | src/backend/marsha/bbb/tests/api/classroom/test_create.py,Create classroom,1.0,0.125
openfun__marsha,readme_plus_code,deepseek-v4-pro,6,framework_or_boilerplate_noise,Learner,Join Classroom,Learner joins a live BigBlueButton classroom session.,src/backend/marsha/bbb/tests/api/classroom/test_service_join.py,Create classroom,0.3333,
openfun__marsha,readme_plus_code,deepseek-v4-pro,7,framework_or_boilerplate_noise,Instructor,End Classroom,Instructor ends a running BigBlueButton classroom session.,src/backend/marsha/bbb/tests/api/classroom/test_service_end.py,Create classroom,0.3333,
openfun__marsha,random_code_same_budget,deepseek-v4-pro,0,matched_goal_missing_or_wrong_path,Instructor/Admin,Upload video transcript,Upload transcript files for a video to provide captions in multiple supported formats.,src/frontend/packages/lib_video/src/components/common/VideoWidgetProvider/widgets/UploadTranscripts/index.tsx | src/frontend/packages/lib_video/src/api/useTimedTextMetadata/index.ts,Initiate video upload,0.5,0.0
openfun__marsha,random_code_same_budget,deepseek-v4-pro,1,code_context_overgeneralization,Instructor/Admin,Add people to playlist,Add users to a playlist to grant them access to its contents.,src/frontend/apps/standalone_site/src/features/Playlist/features/UpdatePlaylist/components/AddUserAccessButton.tsx,Manage playlist,0.25,
openfun__marsha,random_code_same_budget,deepseek-v4-pro,2,matched_goal_actor_label_drift,Student,View video playback progress,Display the percentage of a video watched as a progress bar.,src/frontend/packages/lib_components/src/common/ProgressionBar/index.tsx,View video in LMS,0.4,0.0833
openfun__marsha,random_code_same_budget,deepseek-v4-pro,3,actor_scope_error,Student,Pair video with second device,Get a secret code to connect a secondary device for synchronized video control.,src/frontend/packages/lib_video/src/api/usePairingVideo/index.spec.ts,Create video resource,0.1429,
openfun__marsha,random_code_same_budget,deepseek-v4-pro,4,matched_goal_missing_or_wrong_path,Instructor/Admin,Create video thumbnail,Generate a thumbnail image for a video by uploading a file.,src/frontend/packages/lib_video/src/api/createThumbnail/index.spec.ts | src/backend/marsha/core/tests/api/thumbnails/test_upload_ended.py,Create video resource,0.5,0.0
openfun__marsha,random_code_same_budget,deepseek-v4-pro,5,actor_scope_error,Student,Track learning activity,Send xAPI statements to an LRS capturing video and document interactions.,src/frontend/packages/lib_components/src/types/XAPI.ts,Send video analytics statement,0.1333,
openfun__marsha,full_selected_context,deepseek-v4-pro,0,matched_goal_missing_or_wrong_path,Instructor,Upload Video,Instructor selects and uploads a video file to be transcoded and made available in a course.,src/frontend/packages/lib_video/src/components/common/VideoWizard/CreateVOD/UploadVideoForm/UploadVideoPreview/index.tsx | README.md,Create video resource,0.6667,0.0
openfun__marsha,full_selected_context,deepseek-v4-pro,1,matched_supported_goal,Instructor,Create Virtual Classroom,Instructor creates a BigBlueButton virtual classroom for a live session.,src/backend/marsha/bbb/tests/api/classroom/test_create.py,Create classroom,0.6667,0.0625
openfun__marsha,full_selected_context,deepseek-v4-pro,2,implementation_level_goal,Instructor,End Virtual Classroom,Instructor ends an ongoing BigBlueButton classroom session.,src/backend/marsha/bbb/tests/api/classroom/test_service_end.py,Create classroom,0.25,
openfun__marsha,full_selected_context,deepseek-v4-pro,3,actor_scope_error,Student,Join Virtual Classroom,Student joins an existing BigBlueButton classroom as an attendee.,src/backend/marsha/bbb/tests/api/classroom/test_service_join.py,Create classroom,0.25,
openfun__marsha,full_selected_context,deepseek-v4-pro,4,matched_goal_missing_or_wrong_path,Administrator,Manage Users,"Administrator lists, retrieves and updates user profiles and organization access.",src/backend/marsha/core/tests/api/users/test_list.py | src/backend/marsha/core/tests/api/users/test_retrieve.py | src/backend/marsha/core/tests/api/users/test_update.py,Manage playlist,0.3333,0.0
openfun__marsha,full_selected_context,deepseek-v4-pro,5,actor_scope_error,Administrator,List Classrooms,Administrator fetches a list of all classrooms within their managed playlist.,src/backend/marsha/bbb/tests/api/classroom/test_list.py,Create classroom,0.0909,
openfun__marsha,oracle_upper_bound,deepseek-v4-pro,0,matched_supported_goal,Instructor,Upload video,"Instructor creates a video through the LTI wizard, uploads a source file, and the platform transcodes it for adaptive streaming.",src/backend/marsha/core/api/video.py | src/backend/marsha/core/tests/api/video/test_create.py | src/backend/marsha/core/tests/api/video/test_initiate_upload.py | src/backend/marsha/core/tests/api/video/test_upload_end...,Create video resource,0.6667,0.25
openfun__marsha,oracle_upper_bound,deepseek-v4-pro,1,matched_supported_goal,Learner,Watch video,Learner views an adaptive-bitrate video stream in the LMS using the Marsha player with subtitles.,README.md | src/backend/marsha/core/api/video.py | src/backend/marsha/core/tests/api/video/test_retrieve.py,View video in LMS,0.3791,0.0833
openfun__marsha,oracle_upper_bound,deepseek-v4-pro,2,matched_supported_goal,Instructor,Upload document,"Instructor uploads a document (e.g., PDF) through the LTI wizard to share with learners.",README.md | src/backend/marsha/core/serializers/file.py | src/backend/marsha/urls.py (DocumentViewSet),Upload video thumbnail,0.6667,0.0769
openfun__marsha,oracle_upper_bound,deepseek-v4-pro,3,code_context_overgeneralization,Learner,View document,Learner views or downloads a document embedded in the LMS course.,README.md | src/backend/marsha/core/serializers/file.py | src/backend/marsha/urls.py (DocumentViewSet),View video in LMS,0.3286,
openfun__marsha,oracle_upper_bound,deepseek-v4-pro,4,matched_supported_goal,Instructor,Add subtitles,"Instructor uploads subtitles, captions, or transcripts for a video, which are then converted to WebVTT and linked to the player.",README.md | src/backend/marsha/urls.py (TimedTextTrackViewSet),Initiate video upload,0.4023,0.1111
openfun__marsha,oracle_upper_bound,deepseek-v4-pro,5,matched_supported_goal,Instructor,Create live classroom,Instructor schedules and starts a live session (webinar or virtual classroom) using Jitsi or BBB integration.,"src/frontend/apps/lti_site/components/VideoWizard/index.spec.tsx | src/backend/marsha/core/api/video.py (initiate-live, update-live-state) | src/backend/marsha/core/serializers/video.py (InitLiveStateSerializer) | src...",Start live session,0.6667,0.0909
openfun__marsha,oracle_upper_bound,deepseek-v4-pro,6,implementation_level_goal,Learner,Join live classroom,Learner joins a scheduled live session directly from the LMS to participate in a virtual class.,src/backend/marsha/bbb/tests/test_views_lti.py (existing in tree) | src/frontend/apps/lti_site/components/VideoWizard/index.spec.tsx,Create classroom,0.25,
openfun__marsha,oracle_upper_bound,deepseek-v4-pro,7,matched_goal_actor_label_drift,Administrator,Manage organizations,Platform administrator creates and configures organizations and playlists to organize content access.,"src/backend/marsha/urls.py (OrganizationViewSet, PlaylistViewSet) | README.md",Manage playlist,0.3333,0.0714
thakurpdhiraj__library_management_system,readme_only,deepseek-v4-pro,0,readme_overgeneralization,User,Authenticate User,A user (Admin or member) logs in with credentials to gain role-based access to the system.,README.md (All: Authentication with Login and Logout),View current orders,0.225,
thakurpdhiraj__library_management_system,readme_only,deepseek-v4-pro,1,matched_goal_missing_or_wrong_path,Admin,Add Book,"Admin adds a new book, creates unique inventory items with barcodes, and downloads barcode PDFs.",README.md (Admin: Add books with isbn validation and inventory creation with unique id & generating downloadable (pdf) barcode),Add book and create inventory,0.5,0.0
thakurpdhiraj__library_management_system,readme_only,deepseek-v4-pro,2,matched_goal_missing_or_wrong_path,Admin,Manage Users,"Admin can add, search, update, or delete user accounts in the system.","README.md (Admin: Add, search, update and delete users)",Search and update books,1.0,0.0
thakurpdhiraj__library_management_system,readme_only,deepseek-v4-pro,3,matched_goal_missing_or_wrong_path,Admin,Process Orders,"Admin searches orders, marks them as collected, and marks returns while generating invoices with late fees.","README.md (Admin: Search orders based on order id, user id or book id. Mark order as collected. Mark order as returned and generate downloadable invoice with late fees as applicable.)",Search orders,0.3889,0.0
thakurpdhiraj__library_management_system,readme_only,deepseek-v4-pro,4,matched_goal_missing_or_wrong_path,Admin,Find Overdue Orders,"Admin searches for orders that are past their return due date, filtered by user or book.",README.md (Admin: Search orders that are overdue for return by user id or book id),Filter overdue orders,0.5,0.0
thakurpdhiraj__library_management_system,readme_only,deepseek-v4-pro,5,matched_goal_missing_or_wrong_path,User,Place Book Order,A library member orders an available book from the inventory.,README.md (User: Order a new book based on inventory availability),Order available book,0.5,0.0
thakurpdhiraj__library_management_system,readme_only,deepseek-v4-pro,6,matched_goal_missing_or_wrong_path,User,View Order History,A library member views their own orders and can filter by overdue status.,README.md (User: Search self orders and order history. Filter orders based on return overdue.),View current orders,1.0,0.0
thakurpdhiraj__library_management_system,readme_only,deepseek-v4-pro,7,readme_overgeneralization,User,Update Profile,A logged-in user updates their account details and changes their password.,README.md (All: Update self account details & change password),View current orders,0.2429,
thakurpdhiraj__library_management_system,file_tree_only,deepseek-v4-pro,0,framework_or_boilerplate_noise,User,Login,User authenticates to access the library system.,client-frontend/src/views/LoginView.vue | client-frontend/src/service/auth.js | client-frontend/src/store/modules/userStore.js | auth,Manage users,0.1875,
thakurpdhiraj__library_management_system,file_tree_only,deepseek-v4-pro,1,near_miss_or_partial_workflow,User,Place New Order,User requests to borrow a book by placing an order.,client-frontend/src/components/user/orders/neworder/,Order available book,0.2143,
thakurpdhiraj__library_management_system,file_tree_only,deepseek-v4-pro,2,matched_supported_goal,User,View My Orders,User views a list of their current and past orders.,client-frontend/src/components/user/orders/MyOrdersPage.vue | client-frontend/src/components/user/orders/history/,View current orders,0.6667,0.1429
thakurpdhiraj__library_management_system,file_tree_only,deepseek-v4-pro,3,framework_or_boilerplate_noise,User,Change Password,User updates their account password.,client-frontend/src/components/user/account/ChangePassword.vue,View current orders,0.2667,
thakurpdhiraj__library_management_system,file_tree_only,deepseek-v4-pro,4,matched_supported_goal,Admin,Add Book,Admin adds a new book to the library catalog.,client-frontend/src/components/admin/books/NewBook.vue,Add book and create inventory,0.4,0.0909
thakurpdhiraj__library_management_system,file_tree_only,deepseek-v4-pro,5,matched_goal_missing_or_wrong_path,Admin,Find Books,Admin searches for books in the library system.,client-frontend/src/components/admin/books/FindBooks.vue,Search orders,0.3121,0.0
thakurpdhiraj__library_management_system,file_tree_only,deepseek-v4-pro,6,matched_goal_missing_or_wrong_path,Admin,View Overdue Orders,Admin identifies orders that are past their due date.,client-frontend/src/components/admin/orders/FindOrdersOverdue.vue,Filter overdue orders,0.5,0.0
thakurpdhiraj__library_management_system,file_tree_only,deepseek-v4-pro,7,framework_or_boilerplate_noise,Admin,Create User,Admin registers a new user account for the library system.,client-frontend/src/components/admin/users/NewUser.vue,Manage users,0.2515,
thakurpdhiraj__library_management_system,readme_plus_code,deepseek-v4-pro,0,matched_supported_goal,Admin,Manage Books,"Admin can add, search, update, and delete book records including ISBN validation and inventory barcode generation.",book/src/main/java/com/dhitha/lms/book/controller/BookController.java | book/src/test/java/com/dhitha/lms/book/controller/BookControllerTest.java | README.md,Add book and create inventory,0.3778,0.1818
thakurpdhiraj__library_management_system,readme_plus_code,deepseek-v4-pro,1,matched_goal_missing_or_wrong_path,Admin,Manage Users,"Admin can add, search, update, and delete user accounts.",user/src/main/java/com/dhitha/lms/user/controller/UserController.java | user/src/test/java/com/dhitha/lms/user/controller/UserControllerTest.java | README.md,Search and update books,1.0,0.0
thakurpdhiraj__library_management_system,readme_plus_code,deepseek-v4-pro,2,matched_goal_missing_or_wrong_path,Admin,Manage Orders,"Admin can search orders by order, user, or book ID, mark orders as collected, and mark returns with an invoice including late fees.",order/src/test/java/com/dhitha/lms/order/controller/BookOrderControllerTest.java | README.md,Manage users,0.5103,0.0
thakurpdhiraj__library_management_system,readme_plus_code,deepseek-v4-pro,3,matched_goal_missing_or_wrong_path,Admin,Search Overdue Orders,"Admin can find orders past due for return, filtered by user ID or book ID.",README.md,Filter overdue orders,0.6667,0.0
thakurpdhiraj__library_management_system,readme_plus_code,deepseek-v4-pro,4,matched_supported_goal,User,Order Book,User can order an available book inventory copy.,inventory/src/test/java/com/dhitha/lms/inventory/controller/InventoryControllerTest.java | order/src/test/java/com/dhitha/lms/order/controller/BookOrderControllerTest.java | README.md,Order available book,0.6667,0.0714
thakurpdhiraj__library_management_system,readme_plus_code,deepseek-v4-pro,5,matched_supported_goal,User,View Order History,User can view their past and current orders and filter those overdue.,client-frontend/src/views/UserView.vue | order/src/test/java/com/dhitha/lms/order/controller/BookOrderControllerTest.java | README.md,View current orders,1.0,0.1429
thakurpdhiraj__library_management_system,readme_plus_code,deepseek-v4-pro,6,matched_supported_goal,All,Authenticate,Any user can log in to obtain a token for role-based access and log out.,auth/src/test/java/com/dhitha/lms/auth/controller/AuthControllerTest.java | client-frontend/src/views/UserView.vue | README.md,Authenticate and access role-based views,0.35,0.0909
thakurpdhiraj__library_management_system,readme_plus_code,deepseek-v4-pro,7,framework_or_boilerplate_noise,All,Update Account,Authenticated users can update their account details and change password.,client-frontend/src/views/UserView.vue | user/src/main/java/com/dhitha/lms/user/controller/UserController.java | README.md,Authenticate and access role-based views,0.2087,
thakurpdhiraj__library_management_system,random_code_same_budget,deepseek-v4-pro,0,framework_or_boilerplate_noise,User,User Login,User (including admin) authenticates with username and password to access the system.,auth/src/main/java/com/dhitha/lms/auth/controller/AuthController.java (POST /v1/token/authenticate) | client-frontend/src/router/router.js (LoginView) | client-backend/src/main/java/com/dhitha/lms/clientbackend/dto/Au...,Authenticate and access role-based views,0.2222,
thakurpdhiraj__library_management_system,random_code_same_budget,deepseek-v4-pro,1,implementation_level_goal,User,Manage Profile,"Authenticated user views and updates their profile name, email, and changes password.","client-frontend/src/service/user.js (getLoggedInUser, updateMe, changePassword) | client-frontend/src/router/router.js (UserView requires USER role)",Manage users,0.3333,
thakurpdhiraj__library_management_system,random_code_same_budget,deepseek-v4-pro,2,matched_goal_missing_or_wrong_path,User,Place Book Order,"User places a new order for a book by providing book ID, ISBN, and name.",client-frontend/src/service/order.js (orderNewBook) | client-backend/src/main/java/com/dhitha/lms/clientbackend/client/OrderClient.java (POST /api/orders/v1/),Order available book,0.5,0.0
thakurpdhiraj__library_management_system,random_code_same_budget,deepseek-v4-pro,3,matched_goal_missing_or_wrong_path,User,View Current Orders,User views all currently active book orders.,client-frontend/src/service/order.js (getUsersOrder) | client-backend/src/main/java/com/dhitha/lms/clientbackend/client/OrderClient.java (GET /api/orders/v1/users/{userId}),View current orders,1.0,0.0
thakurpdhiraj__library_management_system,random_code_same_budget,deepseek-v4-pro,4,matched_goal_missing_or_wrong_path,User,View Order History,User views past completed orders with details like collection and return dates and late fees.,client-frontend/src/service/order.js (getUsersOrderHistory) | order/src/main/java/com/dhitha/lms/order/dto/BookOrderHistoryDTO.java | client-backend/src/main/java/com/dhitha/lms/clientbackend/client/OrderClient.java (...,View order history,1.0,0.0
thakurpdhiraj__library_management_system,random_code_same_budget,deepseek-v4-pro,5,matched_goal_missing_or_wrong_path,User,View Overdue Orders,User checks orders that are overdue for return or collection.,"client-frontend/src/service/order.js (getUsersOrderReturnOverdue, getUsersOrderCollectionOverdue) | client-backend/src/main/java/com/dhitha/lms/clientbackend/client/OrderClient.java (GET .../overdue/return, .../overdu...",Filter overdue orders,0.5,0.0
thakurpdhiraj__library_management_system,random_code_same_budget,deepseek-v4-pro,6,matched_goal_missing_or_wrong_path,Admin,Manage Users,"Admin creates, reads, updates, and deletes user accounts.","client-frontend/src/service/user.js (getAllUsers, getUser, saveUser, updateUser, deleteUser) | client-frontend/src/router/router.js (AdminView requires ADMIN role)",Manage users,1.0,0.0
thakurpdhiraj__library_management_system,random_code_same_budget,deepseek-v4-pro,7,matched_goal_missing_or_wrong_path,Admin,Manage Book Orders,"Admin searches orders by order, user, or book ID; collects and returns books; views user order history and overdue orders.","client-frontend/src/service/order.js (findOrders, collectOrder, returnOrder, findOrdersHistoryOfUser, findOrderOverdue) | client-backend/src/main/java/com/dhitha/lms/clientbackend/client/OrderClient.java (various GET ...",Search and update books,0.3195,0.0
thakurpdhiraj__library_management_system,full_selected_context,deepseek-v4-pro,0,matched_supported_goal,Admin,Manage books and inventory,"Admin adds, searches, updates, deletes books; creates inventory items with unique IDs; and generates downloadable barcode PDFs.",README.md | book/src/main/java/com/dhitha/lms/book/controller/BookController.java | book/src/test/java/com/dhitha/lms/book/controller/BookControllerTest.java | inventory/src/test/java/com/dhitha/lms/inventory/controll...,Add book and create inventory,0.3553,0.3636
thakurpdhiraj__library_management_system,full_selected_context,deepseek-v4-pro,1,matched_supported_goal,Admin,Manage user accounts,"Admin adds new user accounts, searches for users by details, and updates or deletes existing users.",README.md | user/src/main/java/com/dhitha/lms/user/controller/UserController.java | user/src/test/java/com/dhitha/lms/user/controller/UserControllerTest.java | client-frontend/src/components/admin/users/FindUsers.vue ...,Manage users,0.4871,0.2857
thakurpdhiraj__library_management_system,full_selected_context,deepseek-v4-pro,2,matched_supported_goal,Admin,Search orders,"Admin searches for active book orders using order ID, user ID, or book ID.",README.md | order/src/main/java/com/dhitha/lms/order/controller/BookOrderController.java | order/src/test/java/com/dhitha/lms/order/controller/BookOrderControllerTest.java | client-frontend/src/components/admin/orders...,Search orders,1.0,0.2727
thakurpdhiraj__library_management_system,full_selected_context,deepseek-v4-pro,3,matched_supported_goal,Admin,Process order collection and return,Admin marks an order as collected when the user picks up the book and marks it as returned later; the system calculates late fees and generates a downloadable invoice.,README.md | order/src/main/java/com/dhitha/lms/order/controller/BookOrderController.java | order/src/test/java/com/dhitha/lms/order/controller/BookOrderControllerTest.java,Mark order as collected,0.375,0.25
thakurpdhiraj__library_management_system,full_selected_context,deepseek-v4-pro,4,matched_supported_goal,Admin,View order history and overdue,Admin views a user's past order history and searches for orders that are overdue for return by user ID or book ID.,README.md | order/src/main/java/com/dhitha/lms/order/controller/BookOrderController.java | client-frontend/src/components/admin/orders/FindOrdersHistory.vue | client-frontend/src/components/admin/orders/FindOrdersOver...,View order history,0.6,0.125
thakurpdhiraj__library_management_system,full_selected_context,deepseek-v4-pro,5,matched_supported_goal,User,Place book order,User orders a book if inventory is available.,README.md | inventory/src/test/java/com/dhitha/lms/inventory/controller/InventoryControllerTest.java | client-frontend/src/components/user/orders/neworder/ | client-frontend/src/views/UserView.vue,Order available book,0.5,0.2143
thakurpdhiraj__library_management_system,full_selected_context,deepseek-v4-pro,6,matched_supported_goal,User,View own orders and history,"User searches personal active orders and order history, and filters orders that are overdue for return.",README.md | order/src/main/java/com/dhitha/lms/order/controller/BookOrderController.java | client-frontend/src/components/user/orders/MyOrdersPage.vue | client-frontend/src/components/user/orders/history/ | client-fro...,View current orders,0.3703,0.2857
thakurpdhiraj__library_management_system,full_selected_context,deepseek-v4-pro,7,matched_supported_goal,All,Authenticate and manage account,"Users and admins log in, log out, update their own account details, and change their password.",README.md | auth/src/test/java/com/dhitha/lms/auth/controller/AuthControllerTest.java | client-frontend/src/views/LoginView.vue | client-frontend/src/components/user/account/AccountPage.vue | client-frontend/src/compo...,Authenticate and access role-based views,0.2961,0.1818
thakurpdhiraj__library_management_system,oracle_upper_bound,deepseek-v4-pro,0,matched_supported_goal,Admin,Add Book,Administrator adds a new book with ISBN validation and creates inventory entries with unique barcodes.,README.md | client-frontend/src/components/admin/books/NewBook.vue | client-backend/src/main/java/com/dhitha/lms/clientbackend/controller/admin/ClientBookAdminController.java | book/src/main/java/com/dhitha/lms/book/c...,Add book and create inventory,0.4,0.3636
thakurpdhiraj__library_management_system,oracle_upper_bound,deepseek-v4-pro,1,matched_supported_goal,Admin,Search Books,"Administrator searches for books by ID, name, author, publication, or ISBN.",README.md | client-frontend/src/components/admin/books/FindBooks.vue | client-backend/src/main/java/com/dhitha/lms/clientbackend/controller/ClientBookController.java | book/src/main/java/com/dhitha/lms/book/controller...,Search and update books,0.5,0.2727
thakurpdhiraj__library_management_system,oracle_upper_bound,deepseek-v4-pro,2,code_context_overgeneralization,Admin,Update Book,"Administrator edits details of an existing book such as name, author, pages, category, or publication information.",README.md | client-frontend/src/components/admin/books/EditBooks.vue | client-backend/src/main/java/com/dhitha/lms/clientbackend/controller/admin/ClientBookAdminController.java | book/src/main/java/com/dhitha/lms/book...,Search and update books,0.3051,
thakurpdhiraj__library_management_system,oracle_upper_bound,deepseek-v4-pro,3,matched_supported_goal,Admin,Delete Book,Administrator deletes a book and optionally deletes specific inventory copies that are not currently loaned.,README.md | client-frontend/src/components/admin/books/DeleteBooks.vue | client-backend/src/main/java/com/dhitha/lms/clientbackend/controller/admin/ClientBookAdminController.java | inventory/src/main/java/com/dhitha/l...,Delete book or inventory,0.6667,0.3333
thakurpdhiraj__library_management_system,oracle_upper_bound,deepseek-v4-pro,4,framework_or_boilerplate_noise,Admin,Add User,"Administrator creates a new user account with a default password, assigning a role (admin or user).",README.md | client-frontend/src/components/admin/users/NewUser.vue | client-backend/src/main/java/com/dhitha/lms/clientbackend/controller/admin/ClientUserAdminController.java,Add book and create inventory,0.286,
thakurpdhiraj__library_management_system,oracle_upper_bound,deepseek-v4-pro,5,code_context_overgeneralization,Admin,Update User,"Administrator searches for a user by ID and updates their name, email, roles, or account status.",README.md | client-frontend/src/components/admin/users/FindUsers.vue | client-backend/src/main/java/com/dhitha/lms/clientbackend/controller/admin/ClientUserAdminController.java,Search and update books,0.2842,
thakurpdhiraj__library_management_system,oracle_upper_bound,deepseek-v4-pro,6,matched_supported_goal,User,Place Book Order,A library user orders an available copy of a book based on current inventory.,README.md | inventory/src/main/java/com/dhitha/lms/inventory/controller/InventoryController.java (orderIfAvailable) | client-frontend/src/components/user/orders/neworder,Order available book,0.5,0.2857
thakurpdhiraj__library_management_system,oracle_upper_bound,deepseek-v4-pro,7,matched_supported_goal,Authenticated User,Log In,Registered users authenticate with username and password to gain role-based access.,README.md | client-frontend/src/views/LoginView.vue | auth/src/main/java/com/dhitha,Authenticate and access role-based views,0.3171,0.1818
tough-dev-school__education-backend,readme_only,deepseek-v4-pro,0,implementation_level_goal,User,Register Account,A new user signs up for an account on the Tough Dev School platform.,README.md,Manage authentication and password recovery,0.1682,
tough-dev-school__education-backend,readme_only,deepseek-v4-pro,1,implementation_level_goal,User,Place Order for Course,"A user purchases a course by creating an order, integrated with Tinkoff payment.",README.md,Purchase course,0.2632,
tough-dev-school__education-backend,readme_only,deepseek-v4-pro,2,readme_overgeneralization,User,Receive Notification,"User receives transactional or marketing notifications via Telegram, email, or both.",README.md,Manage authentication and password recovery,0.1698,
tough-dev-school__education-backend,readme_only,deepseek-v4-pro,3,readme_overgeneralization,Admin,Manage System via Django Admin,An administrator accesses the Django admin interface to manage website data.,README.md,List users,0.1882,
tough-dev-school__education-backend,file_tree_only,deepseek-v4-pro,0,matched_supported_goal,User,Authenticate via JWT,User obtains a JSON Web Token for accessing protected API endpoints.,src/apps/a12n/api/views.py | src/apps/a12n/tests/api/tests_obtain_token.py | src/apps/a12n/tests/api/tests_obtain_jwt_via_passwordless_token.py,Manage authentication and password recovery,0.4158,0.1333
tough-dev-school__education-backend,file_tree_only,deepseek-v4-pro,1,framework_or_boilerplate_noise,User,Request Password Reset,User initiates a password reset by submitting their email to receive a reset link.,src/apps/a12n/api/views.py | src/apps/a12n/tests/api/tests_request_password_reset.py,Manage authentication and password recovery,0.2714,
tough-dev-school__education-backend,file_tree_only,deepseek-v4-pro,2,framework_or_boilerplate_noise,User,Reset Password,User resets their password using the token received via email.,src/apps/a12n/api/views.py | src/apps/a12n/tests/api/tests_password_reset_confirm.py,Manage authentication and password recovery,0.2622,
tough-dev-school__education-backend,file_tree_only,deepseek-v4-pro,3,implementation_level_goal,Admin,Sync Course to CRM,Administrator pushes a course product definition to the connected amoCRM for lead generation and sales tracking.,src/apps/amocrm/services/course_pusher.py | src/apps/amocrm/tests/services/tests_course_pusher.py,Purchase course,0.25,
tough-dev-school__education-backend,file_tree_only,deepseek-v4-pro,4,actor_scope_error,B2B Customer,Create B2B Deal,"A corporate customer creates a deal for bulk purchase of student seats, specifying participants and courses.",src/apps/b2b/services/deal_creator.py | src/apps/b2b/tests/test_deal_creator_service.py,Create order draft,0.2,
